"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Source","__Smoothing Period","__Constant D","__Color Bars","__Loopback Period","__Min Consolidation Length","__Paint Consolidation Area","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__1. ADX","__2. MACD","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA","__Length","__Bars","__6. High/Low Filter","__Lookback","__7. Maximum close change (％) allowed on entry","__8. Minimum close change (％) allowed on entry","__9. RSI OS/OB","__10. MA","__11. EMA Difference","__Take Profit Type","__Stop Loss Type","__ Profit ％    ","__ Stop ％  ","__ Profit ＄    ","__ Stop ＄  ","__ ATR Period  ","__ Multiplier","__ Trailing ％  ","__ R:R    1:","__Fixed RR","__ HH / LL   ","__  LO / HI ","__Add ％","__ MA Stop","__ Len","__ Step","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__ Long Deals    ","__ Short Deals","__ Wait End Deal ","__ Reverse Deals","__ ReEntry Deal  ","__ ReOpen Deal","__Loss Streak   ","__Win Streak   ","__Row Loss InDay","__DrawDown ％","__InDay Loss ％ ","__Daily Trades  ","__Weekly Trades","__     Order Size","__Use Net Profit","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__Take Profit LV 1","__﻿","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Stop Loss","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","__ SL 0 Position","__Breakeven on TP","__ CoolDown # Bars","__Dashboard Size","__Performance Summary","__Monthly Performance"
-3428.08,-34.28,-1681.16,-16.81,-1746.92,-17.47,1889.95,18.90,941.30,9.41,948.65,9.49,5318.03,53.18,2622.46,26.22,2695.57,26.96,209.01,2.94,3577.21,35.41,241.11,2.41,-2.12,-0.90,0.36,0.36,0.35,0,0,0,0,0,2925.10,1499.86,1425.24,195.00,100.00,95.00,0,0,0,60.00,33.00,27.00,135.00,67.00,68.00,30.77,33.00,28.42,-17.58,-0.18,-16.81,-0.17,-18.39,-0.18,31.50,0.31,28.52,0.29,35.14,0.35,39.39,0.39,39.14,0.39,39.64,0.40,0.80,0.73,0.89,75.61,0.76,56.01,0.56,75.61,0.76,74.40,0.74,74.40,0.74,68.60,0.69,7.00,8.00,6.00,8.00,10.00,7.00,6.00,7.00,6.00,0,0,0,"Changed "" Multiplier"": 4 => 1.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.00,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-863.42,-8.63,-508.83,-5.09,-354.59,-3.55,4580.38,45.80,1746.10,17.46,2834.28,28.34,5443.80,54.44,2254.93,22.55,3188.87,31.89,947.59,9.86,1753.22,16.86,242.92,2.43,-0.33,-0.37,0.84,0.77,0.89,0,0,0,129.05,1.41,1147.32,532.52,614.80,76.00,35.00,41.00,1.00,1.00,0,30.00,13.00,17.00,46.00,22.00,24.00,39.47,37.14,41.46,-11.36,-0.11,-14.54,-0.14,-8.65,-0.09,152.68,1.53,134.32,1.34,166.72,1.67,118.34,1.18,102.50,1.02,132.87,1.33,1.29,1.31,1.25,280.47,2.80,226.41,2.26,280.47,2.80,218.55,2.18,173.32,1.73,218.55,2.18,83.00,76.00,88.00,79.00,48.00,103.00,85.00,92.00,78.00,0,0,0,"Changed "" R:R    1:"": 2 => 1.7.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,1.70,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-47.43,-0.47,-102.63,-1.03,55.20,0.55,5057.78,50.58,2229.95,22.30,2827.83,28.28,5105.21,51.05,2332.58,23.33,2772.63,27.73,954.31,9.12,995.81,9.51,243.62,2.44,0.02,0.04,0.99,0.96,1.02,0,0,0,129.75,1.30,1432.35,697.95,734.41,95.00,46.00,49.00,1.00,1.00,0,38.00,17.00,21.00,57.00,29.00,28.00,40.00,36.96,42.86,-0.50,0,-2.23,-0.02,1.13,0.01,133.10,1.33,131.17,1.31,134.66,1.35,89.57,0.89,80.43,0.80,99.02,0.99,1.49,1.63,1.36,304.07,3.04,304.07,3.04,245.72,2.46,167.68,1.68,133.75,1.34,167.68,1.68,60.00,69.00,52.00,69.00,81.00,58.00,55.00,62.00,47.00,0,0,0,"Changed "" Multiplier"": 4 => 3.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-216.01,-2.16,-558.50,-5.59,342.49,3.42,4867.53,48.68,1615.52,16.16,3252.01,32.52,5083.54,50.84,2174.02,21.74,2909.52,29.10,1453.84,13.64,1861.64,16.84,243.70,2.44,-0.02,-0.02,0.96,0.74,1.12,0,0,0,98.00,1.00,846.77,389.87,456.90,56.00,26.00,30.00,1.00,0,1.00,21.00,8.00,13.00,35.00,18.00,17.00,37.50,30.77,43.33,-3.86,-0.04,-21.48,-0.21,11.42,0.12,231.79,2.32,201.94,2.02,250.15,2.50,145.24,1.45,120.78,1.21,171.15,1.71,1.60,1.67,1.46,419.53,4.19,340.01,3.40,419.53,4.19,269.42,2.69,212.93,2.13,269.42,2.69,125.00,98.00,148.00,116.00,51.00,156.00,131.00,120.00,142.00,0,0,0,"Changed "" Multiplier"": 4 => 5.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-1554.76,-15.55,-988.48,-9.88,-566.28,-5.66,3967.25,39.67,1436.46,14.36,2530.79,25.31,5522.01,55.22,2424.94,24.25,3097.07,30.97,808.05,7.57,2391.15,22.63,243.70,2.44,-0.77,-0.63,0.72,0.59,0.82,0,0,0,0,0,1394.60,644.74,749.86,93.00,43.00,50.00,0,0,0,46.00,19.00,27.00,47.00,24.00,23.00,49.46,44.19,54.00,-16.72,-0.17,-22.99,-0.23,-11.33,-0.11,86.24,0.86,75.60,0.76,93.73,0.94,117.49,1.17,101.04,1.01,134.66,1.35,0.73,0.75,0.70,166.20,1.66,127.02,1.27,166.20,1.66,218.55,2.18,173.32,1.73,218.55,2.18,63.00,65.00,62.00,59.00,56.00,61.00,68.00,72.00,63.00,0,0,0,"Changed "" R:R    1:"": 2 => 1.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-783.69,-7.84,-462.10,-4.62,-321.59,-3.22,4587.51,45.88,1824.39,18.24,2763.13,27.63,5371.20,53.71,2286.49,22.86,3084.71,30.85,759.89,7.87,1509.57,14.55,244.10,2.44,-0.36,-0.40,0.85,0.80,0.90,0,0,0,0,0,1289.85,615.11,674.73,86.00,41.00,45.00,0,0,0,40.00,18.00,22.00,46.00,23.00,23.00,46.51,43.90,48.89,-9.11,-0.09,-11.27,-0.11,-7.15,-0.07,114.69,1.15,101.35,1.01,125.60,1.26,116.77,1.17,99.41,0.99,134.12,1.34,0.98,1.02,0.94,211.38,2.11,169.60,1.69,211.38,2.11,218.55,2.18,173.32,1.73,218.55,2.18,70.00,67.00,73.00,69.00,59.00,77.00,72.00,74.00,69.00,0,0,0,"Changed "" R:R    1:"": 2 => 1.3.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,1.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-1706.10,-17.06,-686.91,-6.87,-1019.18,-10.19,4263.28,42.63,1950.79,19.51,2312.49,23.12,5969.38,59.69,2637.71,26.38,3331.67,33.32,577.89,5.50,2254.23,21.56,246.72,2.47,-0.74,-0.60,0.71,0.74,0.69,0,0,0,0,0,2220.16,1050.27,1169.89,148.00,70.00,78.00,0,0,0,54.00,25.00,29.00,94.00,45.00,49.00,36.49,35.71,37.18,-11.53,-0.12,-9.81,-0.10,-13.07,-0.13,78.95,0.79,78.03,0.78,79.74,0.80,63.50,0.63,58.62,0.59,67.99,0.68,1.24,1.33,1.17,197.74,1.98,197.74,1.98,166.20,1.66,116.78,1.17,94.18,0.94,116.78,1.17,26.00,30.00,23.00,29.00,37.00,22.00,25.00,27.00,23.00,0,0,0,"Changed "" Multiplier"": 4 => 2.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-47.43,-0.47,-102.63,-1.03,55.20,0.55,5057.78,50.58,2229.95,22.30,2827.83,28.28,5105.21,51.05,2332.58,23.33,2772.63,27.73,954.31,9.12,995.81,9.51,246.76,2.47,0.02,0.04,0.99,0.96,1.02,0,0,0,132.85,1.33,1432.35,697.95,734.41,95.00,46.00,49.00,1.00,1.00,0,38.00,17.00,21.00,57.00,29.00,28.00,40.00,36.96,42.86,-0.50,0,-2.23,-0.02,1.13,0.01,133.10,1.33,131.17,1.31,134.66,1.35,89.57,0.89,80.43,0.80,99.02,0.99,1.49,1.63,1.36,304.07,3.04,304.07,3.04,245.72,2.46,167.68,1.68,133.75,1.34,167.68,1.68,60.00,69.00,52.00,69.00,81.00,58.00,55.00,62.00,47.00,0,0,0,"Changed "" Multiplier"": 4 => 3.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-216.01,-2.16,-558.50,-5.59,342.49,3.42,4867.53,48.68,1615.52,16.16,3252.01,32.52,5083.54,50.84,2174.02,21.74,2909.52,29.10,1453.84,13.64,1861.64,16.84,248.13,2.48,-0.02,-0.02,0.96,0.74,1.12,0,0,0,93.71,0.96,846.77,389.87,456.90,56.00,26.00,30.00,1.00,0,1.00,21.00,8.00,13.00,35.00,18.00,17.00,37.50,30.77,43.33,-3.86,-0.04,-21.48,-0.21,11.42,0.12,231.79,2.32,201.94,2.02,250.15,2.50,145.24,1.45,120.78,1.21,171.15,1.71,1.60,1.67,1.46,419.53,4.19,340.01,3.40,419.53,4.19,269.42,2.69,212.93,2.13,269.42,2.69,125.00,98.00,148.00,116.00,51.00,156.00,131.00,120.00,142.00,0,0,0,"Changed "" Multiplier"": 4 => 5.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-1706.10,-17.06,-686.91,-6.87,-1019.18,-10.19,4263.28,42.63,1950.79,19.51,2312.49,23.12,5969.38,59.69,2637.71,26.38,3331.67,33.32,577.89,5.50,2254.23,21.56,248.13,2.48,-0.74,-0.60,0.71,0.74,0.69,0,0,0,0,0,2220.16,1050.27,1169.89,148.00,70.00,78.00,0,0,0,54.00,25.00,29.00,94.00,45.00,49.00,36.49,35.71,37.18,-11.53,-0.12,-9.81,-0.10,-13.07,-0.13,78.95,0.79,78.03,0.78,79.74,0.80,63.50,0.63,58.62,0.59,67.99,0.68,1.24,1.33,1.17,197.74,1.98,197.74,1.98,166.20,1.66,116.78,1.17,94.18,0.94,116.78,1.17,26.00,30.00,23.00,29.00,37.00,22.00,25.00,27.00,23.00,0,0,0,"Changed "" Multiplier"": 4 => 2.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
41.92,0.42,-149.19,-1.49,191.10,1.91,5427.97,54.28,2040.49,20.40,3387.48,33.87,5386.05,53.86,2189.68,21.90,3196.37,31.96,1382.82,13.20,1880.89,17.21,247.87,2.48,0.04,0.07,1.01,0.93,1.06,0,0,0,93.96,0.94,1087.17,495.26,591.91,72.00,33.00,39.00,1.00,0,1.00,25.00,10.00,15.00,47.00,23.00,24.00,34.72,30.30,38.46,0.58,0.01,-4.52,-0.05,4.90,0.05,217.12,2.17,204.05,2.04,225.83,2.26,114.60,1.14,95.20,0.95,133.18,1.33,1.90,2.14,1.70,384.74,3.84,311.62,3.11,384.74,3.84,218.55,2.18,173.32,1.73,218.55,2.18,90.00,83.00,96.00,94.00,47.00,126.00,88.00,98.00,78.00,0,0,0,"Changed "" R:R    1:"": 2 => 2.3.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,2.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-783.69,-7.84,-462.10,-4.62,-321.59,-3.22,4587.51,45.88,1824.39,18.24,2763.13,27.63,5371.20,53.71,2286.49,22.86,3084.71,30.85,759.89,7.87,1509.57,14.55,247.35,2.47,-0.36,-0.40,0.85,0.80,0.90,0,0,0,0,0,1289.85,615.11,674.73,86.00,41.00,45.00,0,0,0,40.00,18.00,22.00,46.00,23.00,23.00,46.51,43.90,48.89,-9.11,-0.09,-11.27,-0.11,-7.15,-0.07,114.69,1.15,101.35,1.01,125.60,1.26,116.77,1.17,99.41,0.99,134.12,1.34,0.98,1.02,0.94,211.38,2.11,169.60,1.69,211.38,2.11,218.55,2.18,173.32,1.73,218.55,2.18,70.00,67.00,73.00,69.00,59.00,77.00,72.00,74.00,69.00,0,0,0,"Changed "" R:R    1:"": 2 => 1.3.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,1.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-844.51,-8.45,-742.64,-7.43,-101.87,-1.02,4602.36,46.02,1631.82,16.32,2970.54,29.71,5446.87,54.47,2374.47,23.74,3072.40,30.72,871.77,9.10,1643.98,15.90,248.24,2.48,-0.36,-0.39,0.85,0.69,0.97,0,0,0,134.31,1.47,1176.96,547.35,629.60,78.00,36.00,42.00,1.00,1.00,0,32.00,13.00,19.00,46.00,23.00,23.00,41.03,36.11,45.24,-10.83,-0.11,-20.63,-0.20,-2.43,-0.02,143.82,1.44,125.52,1.25,156.34,1.56,118.41,1.18,103.24,1.03,133.58,1.33,1.22,1.22,1.17,263.11,2.63,212.22,2.12,263.11,2.63,218.55,2.18,173.32,1.73,218.55,2.18,79.00,82.00,76.00,69.00,48.00,83.00,86.00,101.00,70.00,0,0,0,"Changed "" R:R    1:"": 2 => 1.6.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,1.60,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
39.42,0.39,5.39,0.05,34.03,0.34,5332.39,53.32,2101.99,21.02,3230.41,32.30,5292.98,52.93,2096.60,20.97,3196.37,31.96,1311.80,12.49,1724.60,15.86,248.02,2.48,0.04,0.07,1.01,1.00,1.01,0,0,0,93.82,0.93,1087.40,495.37,592.03,72.00,33.00,39.00,1.00,0,1.00,26.00,11.00,15.00,46.00,22.00,24.00,36.11,33.33,38.46,0.55,0.01,0.16,0,0.87,0.01,205.09,2.05,191.09,1.91,215.36,2.15,115.06,1.15,95.30,0.95,133.18,1.33,1.78,2.01,1.62,367.39,3.67,297.42,2.97,367.39,3.67,218.55,2.18,173.32,1.73,218.55,2.18,90.00,83.00,96.00,90.00,43.00,125.00,90.00,102.00,78.00,0,0,0,"Changed "" R:R    1:"": 2 => 2.2.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,2.20,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-488.62,-4.89,-494.95,-4.95,6.33,0.06,4396.70,43.97,1545.38,15.45,2851.32,28.51,4885.32,48.85,2040.33,20.40,2844.99,28.45,1393.27,12.60,2196.17,19.88,248.02,2.48,-0.12,-0.16,0.90,0.76,1.00,0,0,0,93.82,0.99,922.06,419.94,502.12,61.00,28.00,33.00,1.00,0,1.00,19.00,7.00,12.00,42.00,21.00,21.00,31.15,25.00,36.36,-8.01,-0.08,-17.68,-0.18,0.19,0,231.41,2.31,220.77,2.21,237.61,2.37,116.32,1.16,97.16,0.97,135.48,1.35,1.99,2.27,1.75,419.53,4.19,340.01,3.40,419.53,4.19,218.55,2.18,173.32,1.73,218.55,2.18,113.00,103.00,121.00,104.00,47.00,138.00,116.00,122.00,111.00,0,0,0,"Changed "" R:R    1:"": 2 => 2.5.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,2.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-216.01,-2.16,-558.50,-5.59,342.49,3.42,4867.53,48.68,1615.52,16.16,3252.01,32.52,5083.54,50.84,2174.02,21.74,2909.52,29.10,1453.84,13.64,1861.64,16.84,248.46,2.48,-0.02,-0.02,0.96,0.74,1.12,0,0,0,93.39,0.95,846.77,389.87,456.90,56.00,26.00,30.00,1.00,0,1.00,21.00,8.00,13.00,35.00,18.00,17.00,37.50,30.77,43.33,-3.86,-0.04,-21.48,-0.21,11.42,0.12,231.79,2.32,201.94,2.02,250.15,2.50,145.24,1.45,120.78,1.21,171.15,1.71,1.60,1.67,1.46,419.53,4.19,340.01,3.40,419.53,4.19,269.42,2.69,212.93,2.13,269.42,2.69,125.00,98.00,148.00,116.00,51.00,156.00,131.00,120.00,142.00,0,0,0,"Changed "" Multiplier"": 4 => 5.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
39.42,0.39,5.39,0.05,34.03,0.34,5332.39,53.32,2101.99,21.02,3230.41,32.30,5292.98,52.93,2096.60,20.97,3196.37,31.96,1311.80,12.49,1724.60,15.86,248.42,2.48,0.04,0.07,1.01,1.00,1.01,0,0,0,93.43,0.93,1087.40,495.37,592.03,72.00,33.00,39.00,1.00,0,1.00,26.00,11.00,15.00,46.00,22.00,24.00,36.11,33.33,38.46,0.55,0.01,0.16,0,0.87,0.01,205.09,2.05,191.09,1.91,215.36,2.15,115.06,1.15,95.30,0.95,133.18,1.33,1.78,2.01,1.62,367.39,3.67,297.42,2.97,367.39,3.67,218.55,2.18,173.32,1.73,218.55,2.18,90.00,83.00,96.00,90.00,43.00,125.00,90.00,102.00,78.00,0,0,0,"Changed "" R:R    1:"": 2 => 2.2.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,2.20,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
